# Vectores de Posicion
1.0000000000	2.5000000000
2.0000000000	3.0000000000
3.0000000000	1.5000000000

# Matriz de Transformacion
1.1000000000	2.2000000000
3.3000000000	4.4000000000

# Polinomio de Prueba
-5.0000000000	8.5000000000
-4.8989898990	8.2495153556
-4.7979797980	8.0031119274
-4.6969696970	7.7607897153
-4.5959595960	7.5225487195
-4.4949494949	7.2883889399
-4.3939393939	7.0583103765
-4.2929292929	6.8323130293
-4.1919191919	6.6103968983
-4.0909090909	6.3925619835
-3.9898989899	6.1788082849
-3.8888888889	5.9691358025
-3.7878787879	5.7635445363
-3.6868686869	5.5620344863
-3.5858585859	5.3646056525
-3.4848484848	5.1712580349
-3.3838383838	4.9819916335
-3.2828282828	4.7968064483
-3.1818181818	4.6157024793
-3.0808080808	4.4386797266
-2.9797979798	4.2657381900
-2.8787878788	4.0968778696
-2.7777777778	3.9320987654
-2.6767676768	3.7714008775
-2.5757575758	3.6147842057
-2.4747474747	3.4622487501
-2.3737373737	3.3137945108
-2.2727272727	3.1694214876
-2.1717171717	3.0291296806
-2.0707070707	2.8929190899
-1.9696969697	2.7607897153
-1.8686868687	2.6327415570
-1.7676767677	2.5087746148
-1.6666666667	2.3888888889
-1.5656565657	2.2730843791
-1.4646464646	2.1613610856
-1.3636363636	2.0537190083
-1.2626262626	1.9501581471
-1.1616161616	1.8506785022
-1.0606060606	1.7552800735
-0.9595959596	1.6639628609
-0.8585858586	1.5767268646
-0.7575757576	1.4935720845
-0.6565656566	1.4144985206
-0.5555555556	1.3395061728
-0.4545454545	1.2685950413
-0.3535353535	1.2017651260
-0.2525252525	1.1390164269
-0.1515151515	1.0803489440
-0.0505050505	1.0257626773
0.0505050505	0.9752576268
0.1515151515	0.9288337925
0.2525252525	0.8864911744
0.3535353535	0.8482297725
0.4545454545	0.8140495868
0.5555555556	0.7839506173
0.6565656566	0.7579328640
0.7575757576	0.7359963269
0.8585858586	0.7181410060
0.9595959596	0.7043669013
1.0606060606	0.6946740129
1.1616161616	0.6890623406
1.2626262626	0.6875318845
1.3636363636	0.6900826446
1.4646464646	0.6967146210
1.5656565657	0.7074278135
1.6666666667	0.7222222222
1.7676767677	0.7410978472
1.8686868687	0.7640546883
1.9696969697	0.7910927456
2.0707070707	0.8222120192
2.1717171717	0.8574125089
2.2727272727	0.8966942149
2.3737373737	0.9400571370
2.4747474747	0.9875012754
2.5757575758	1.0390266299
2.6767676768	1.0946332007
2.7777777778	1.1543209877
2.8787878788	1.2180899908
2.9797979798	1.2859402102
3.0808080808	1.3578716458
3.1818181818	1.4338842975
3.2828282828	1.5139781655
3.3838383838	1.5981532497
3.4848484848	1.6864095500
3.5858585859	1.7787470666
3.6868686869	1.8751657994
3.7878787879	1.9756657484
3.8888888889	2.0802469136
3.9898989899	2.1889092950
4.0909090909	2.3016528926
4.1919191919	2.4184777064
4.2929292929	2.5393837364
4.3939393939	2.6643709826
4.4949494949	2.7934394450
4.5959595960	2.9265891236
4.6969696970	3.0638200184
4.7979797980	3.2051321294
4.8989898990	3.3505254566
5.0000000000	3.5000000000

# Curva Senoidal Simulada
0.0000000000	0.0000000000
0.1000000000	0.5877852523
0.2000000000	0.9510565163
0.3000000000	0.9510565163
0.4000000000	0.5877852523
0.5000000000	0.0000000000
0.6000000000	-0.5877852523
0.7000000000	-0.9510565163
0.8000000000	-0.9510565163
0.9000000000	-0.5877852523

